UPM,NVIVI,NHOGA,DPTO,DPTO_NOMBRE,AREA,AREA_DESC,TOTAL,V23A1,TIENE_INTERNET,V23C1,V23C2,EDAD_JEFE,SEXO_JEFE_DESC,ANIOS_ESTUDIO_JEFE,NIVEL_EDUC_JEFE,CAT_OCUP_JEFE_DESC,IPCM,QUINTIL_ING,DECIL_ING,FACTOR
14,13,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,65,Hombre,15.0,4. Superior (13+ años),Inactivo/No aplica,9470322.87750703,5,10,100
14,15,1,0,Asunción,1,Urbana,2,6,0,,,78,Hombre,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,2080500.0,4,7,124
14,16,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,40,Hombre,17.0,4. Superior (13+ años),Empleado/a privado/a,3535490.19607843,5,9,138
14,26,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,32,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,3671470.58823529,5,9,183
14,35,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,24,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,3457301.47058823,5,9,120
14,47,1,0,Asunción,1,Urbana,1,6,1,1.0,6.0,40,Hombre,13.0,4. Superior (13+ años),Empleado/a público/a,5517404.4117647,5,10,137
14,50,1,0,Asunción,1,Urbana,1,1,1,1.0,6.0,63,Mujer,18.0,4. Superior (13+ años),Inactivo/No aplica,10478988.9705882,5,10,116
14,57,1,0,Asunción,1,Urbana,4,6,1,1.0,6.0,71,Hombre,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,798188.150831238,1,2,118
14,66,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,31,Hombre,16.0,4. Superior (13+ años),Empleado/a privado/a,6607797.18137254,5,10,109
30,9,1,0,Asunción,1,Urbana,4,6,0,,,80,Mujer,4.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,2566299.49604032,4,8,88
30,11,1,0,Asunción,1,Urbana,8,1,1,1.0,6.0,61,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,2355146.58363359,4,7,76
30,12,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,70,Mujer,9.0,2. Básica completa (6-9 años),Cuenta propia,2952742.26061915,4,8,45
30,17,1,0,Asunción,1,Urbana,4,6,1,1.0,6.0,60,Mujer,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,2271724.26205904,4,7,71
30,18,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,36,Mujer,17.0,4. Superior (13+ años),Empleador/a,8698348.88852805,5,10,95
30,32,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,27,Mujer,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,1664055.64098872,3,5,60
30,42,1,0,Asunción,1,Urbana,6,6,1,1.0,6.0,43,Mujer,13.0,4. Superior (13+ años),Cuenta propia,1496017.49268059,3,5,80
30,48,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,20,Mujer,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,1298128.14974802,2,4,76
30,49,1,0,Asunción,1,Urbana,2,6,0,,,71,Mujer,4.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1347844.9600432,2,4,67
44,1,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,73,Mujer,2.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1617189.19037356,3,5,114
44,2,1,0,Asunción,1,Urbana,1,6,1,1.0,6.0,26,Hombre,16.0,4. Superior (13+ años),Empleado/a privado/a,3188505.74712643,5,9,110
44,9,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,57,Mujer,14.0,4. Superior (13+ años),Empleado/a público/a,1429887.49425287,2,4,120
44,11,1,0,Asunción,1,Urbana,8,1,1,1.0,6.0,69,Hombre,17.0,4. Superior (13+ años),Empleado/a público/a,1991637.38793103,3,6,91
44,12,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,71,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleador/a,2856369.73180076,4,8,72
44,21,1,0,Asunción,1,Urbana,1,6,1,1.0,6.0,20,Hombre,13.0,4. Superior (13+ años),Inactivo/No aplica,1793534.48275862,3,6,98
44,24,1,0,Asunción,1,Urbana,1,1,1,1.0,6.0,21,Mujer,15.0,4. Superior (13+ años),Inactivo/No aplica,3487428.16091953,5,9,77
44,33,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,69,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleador/a,6426831.89655171,5,10,81
44,44,1,0,Asunción,1,Urbana,2,6,0,,,21,Mujer,14.0,4. Superior (13+ años),Inactivo/No aplica,2241918.10344827,4,7,82
44,46,1,0,Asunción,1,Urbana,3,6,0,,,39,Mujer,12.0,3. Media/Bachillerato (10-12 años),Doméstico/a,906790.704980841,1,2,88
44,64,1,0,Asunción,1,Urbana,6,6,1,1.0,6.0,43,Mujer,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1386667.86398467,2,4,100
44,69,1,0,Asunción,1,Urbana,1,1,1,6.0,1.0,19,Mujer,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,4982040.22988505,5,10,120
59,3,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,44,Mujer,17.0,4. Superior (13+ años),Empleado/a privado/a,4666666.66666667,5,10,81
59,4,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,63,Hombre,16.0,4. Superior (13+ años),Inactivo/No aplica,8984871.99386489,5,10,53
59,9,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,37,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a público/a,1766076.66666667,3,6,73
59,10,1,0,Asunción,1,Urbana,7,6,1,1.0,6.0,55,Hombre,17.0,4. Superior (13+ años),Empleado/a público/a,2125499.55648925,4,7,76
59,32,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,68,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,1616666.66666667,3,5,67
59,33,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,66,Mujer,6.0,2. Básica completa (6-9 años),Doméstico/a,2600000.0,4,8,63
59,36,1,0,Asunción,1,Urbana,2,6,0,,,50,Mujer,9.0,2. Básica completa (6-9 años),Doméstico/a,2000000.0,3,6,84
59,39,1,0,Asunción,1,Urbana,1,6,1,6.0,1.0,59,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,1664933.33333333,3,5,61
59,41,1,0,Asunción,1,Urbana,5,1,1,1.0,6.0,65,Mujer,15.0,4. Superior (13+ años),Inactivo/No aplica,2620000.0,4,8,70
59,46,1,0,Asunción,1,Urbana,5,6,1,1.0,6.0,55,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,1501532.2,3,5,96
74,1,1,0,Asunción,1,Urbana,1,1,1,1.0,1.0,71,Hombre,18.0,4. Superior (13+ años),Inactivo/No aplica,10269454.4364508,5,10,85
74,2,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,53,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,12532892.0863309,5,10,94
74,7,1,0,Asunción,1,Urbana,5,1,1,1.0,6.0,49,Hombre,16.0,4. Superior (13+ años),Empleado/a privado/a,7005713.71702636,5,10,142
74,13,1,0,Asunción,1,Urbana,7,1,1,1.0,6.0,49,Hombre,17.0,4. Superior (13+ años),Empleado/a privado/a,1556317.44955132,3,5,129
74,31,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,40,Mujer,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,3692014.3884892,5,9,115
74,42,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,45,Mujer,12.0,3. Media/Bachillerato (10-12 años),Doméstico/a,2640462.87050359,4,8,122
74,57,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,63,Hombre,7.0,2. Básica completa (6-9 años),Empleado/a privado/a,6076856.11510789,5,10,112
74,58,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,49,Hombre,17.0,4. Superior (13+ años),Empleado/a público/a,2573828.61096065,4,8,110
89,13,1,0,Asunción,1,Urbana,4,6,1,1.0,6.0,60,Mujer,9.0,2. Básica completa (6-9 años),Cuenta propia,1402876.14918902,2,4,50
89,15,1,0,Asunción,1,Urbana,1,6,1,6.0,1.0,26,Mujer,14.0,4. Superior (13+ años),Empleado/a público/a,3000000.0,4,8,58
89,23,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,50,Hombre,16.0,4. Superior (13+ años),Empleado/a privado/a,3122291.66666667,5,9,72
89,26,1,0,Asunción,1,Urbana,8,6,1,1.0,6.0,52,Hombre,17.0,4. Superior (13+ años),Empleado/a privado/a,2962447.125,4,8,54
89,28,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,80,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,5533333.33333333,5,10,57
89,30,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,49,Mujer,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1864583.33333333,3,6,55
89,38,1,0,Asunción,1,Urbana,6,1,1,1.0,6.0,86,Mujer,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,1652222.22222222,3,5,54
89,39,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,42,Hombre,17.0,4. Superior (13+ años),Cuenta propia,7291666.66666667,5,10,69
89,45,1,0,Asunción,1,Urbana,1,6,1,1.0,6.0,70,Hombre,14.0,4. Superior (13+ años),Inactivo/No aplica,9783333.33333333,5,10,45
89,51,1,0,Asunción,1,Urbana,7,6,1,1.0,6.0,62,Mujer,15.0,4. Superior (13+ años),Cuenta propia,762220.666666667,1,2,73
89,53,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,63,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,1753068.40400173,3,6,44
102,11,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,32,Hombre,16.0,4. Superior (13+ años),Empleado/a privado/a,4516280.75253257,5,10,113
102,27,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,51,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleador/a,9159544.37827893,5,10,103
102,35,1,0,Asunción,1,Urbana,5,1,0,,,90,Hombre,10.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,5674121.32175592,5,10,94
102,38,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,29,Hombre,16.0,4. Superior (13+ años),Empleado/a privado/a,4271995.87934154,5,10,117
102,51,1,0,Asunción,1,Urbana,2,1,0,,,18,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,3412301.01302461,5,9,108
102,52,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,47,Hombre,6.0,2. Básica completa (6-9 años),Empleador/a,1896117.89688857,3,6,103
102,53,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,47,Mujer,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1271249.39700917,2,4,110
116,24,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,61,Mujer,9.0,2. Básica completa (6-9 años),Inactivo/No aplica,4368700.50395969,5,10,112
116,25,1,0,Asunción,1,Urbana,1,1,1,1.0,6.0,65,Mujer,18.0,4. Superior (13+ años),Empleador/a,12781569.4744421,5,10,70
116,52,1,0,Asunción,1,Urbana,5,6,1,1.0,6.0,52,Mujer,3.0,1. Básica incompleta (0-5 años),Doméstico/a,1195538.9787857,2,3,125
116,59,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,75,Hombre,18.0,4. Superior (13+ años),Empleado/a público/a,6015941.5609171,5,10,101
116,67,1,0,Asunción,1,Urbana,1,6,1,1.0,1.0,73,Mujer,17.0,4. Superior (13+ años),Inactivo/No aplica,3994240.46076314,5,9,183
116,94,1,0,Asunción,1,Urbana,6,1,1,1.0,6.0,67,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleador/a,1324650.81065515,2,4,115
131,22,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,65,Hombre,17.0,4. Superior (13+ años),Inactivo/No aplica,7003039.00454657,5,10,145
131,47,1,0,Asunción,1,Urbana,5,6,1,1.0,6.0,38,Mujer,14.0,4. Superior (13+ años),Empleado/a público/a,2222969.73007897,4,7,128
131,52,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,57,Hombre,14.0,4. Superior (13+ años),Cuenta propia,1854477.74587222,3,6,164
131,64,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,57,Mujer,10.0,3. Media/Bachillerato (10-12 años),Cuenta propia,3076690.59583634,5,9,174
131,68,1,0,Asunción,1,Urbana,1,1,1,1.0,1.0,65,Mujer,16.0,4. Superior (13+ años),Inactivo/No aplica,11342599.9042834,5,10,69
131,71,1,0,Asunción,1,Urbana,1,1,1,1.0,6.0,40,Hombre,17.0,4. Superior (13+ años),Cuenta propia,4978463.74730799,5,10,160
146,3,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,73,Mujer,14.0,4. Superior (13+ años),Empleador/a,4562786.17061626,5,10,139
146,7,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,34,Hombre,15.0,4. Superior (13+ años),Cuenta propia,3985632.18390804,5,9,142
146,18,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,57,Mujer,16.0,4. Superior (13+ años),Empleador/a,1540825.26572035,3,5,148
146,20,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,75,Mujer,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,3811260.77586206,5,9,105
146,25,1,0,Asunción,1,Urbana,4,6,1,1.0,6.0,47,Hombre,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,3253823.64942528,5,9,141
146,55,1,0,Asunción,1,Urbana,5,1,1,1.0,6.0,64,Hombre,14.0,4. Superior (13+ años),Inactivo/No aplica,3472787.32413792,5,9,122
146,61,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,65,Hombre,17.0,4. Superior (13+ años),Inactivo/No aplica,3387787.35632183,5,9,124
146,66,1,0,Asunción,1,Urbana,4,6,1,1.0,6.0,38,Hombre,14.0,4. Superior (13+ años),Empleado/a privado/a,1743714.08045977,3,6,135
161,4,1,0,Asunción,1,Urbana,1,6,0,,,78,Mujer,18.0,4. Superior (13+ años),Inactivo/No aplica,6679166.66666667,5,10,71
161,5,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,34,Mujer,17.0,4. Superior (13+ años),Cuenta propia,3492916.66666667,5,9,105
161,12,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,79,Hombre,8.0,2. Básica completa (6-9 años),Cuenta propia,4332760.50508147,5,10,100
161,14,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,88,Hombre,5.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1807910.33333333,3,6,82
161,22,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,68,Mujer,14.0,4. Superior (13+ años),Inactivo/No aplica,4665099.61903187,5,10,66
161,23,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,66,Hombre,17.0,4. Superior (13+ años),Inactivo/No aplica,7466666.66666667,5,10,104
161,38,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,60,Hombre,16.0,4. Superior (13+ años),Inactivo/No aplica,6333333.33333333,5,10,74
161,40,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,34,Hombre,11.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1676450.66666667,3,5,93
161,48,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,40,Hombre,17.0,4. Superior (13+ años),Empleado/a privado/a,9409444.44444444,5,10,90
161,56,1,0,Asunción,1,Urbana,1,1,1,1.0,6.0,63,Mujer,17.0,4. Superior (13+ años),Inactivo/No aplica,6623774.0,5,10,96
177,1,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,47,Mujer,7.0,2. Básica completa (6-9 años),Empleado/a público/a,1983516.2835249,3,6,108
177,7,1,0,Asunción,1,Urbana,1,6,1,1.0,6.0,47,Mujer,12.0,3. Media/Bachillerato (10-12 años),Empleado/a público/a,4798369.01340995,5,10,92
177,15,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,49,Hombre,17.0,4. Superior (13+ años),Empleado/a privado/a,3389239.1511741,5,9,113
177,20,1,0,Asunción,1,Urbana,6,1,1,1.0,6.0,65,Hombre,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,1505729.10819776,3,5,76
177,21,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,42,Mujer,17.0,4. Superior (13+ años),Empleado/a privado/a,8863175.96275609,5,10,62
177,23,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,53,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,2942104.99784482,4,8,71
177,42,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,72,Hombre,15.0,4. Superior (13+ años),Inactivo/No aplica,5687829.2624521,5,10,67
177,46,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,70,Hombre,9.0,2. Básica completa (6-9 años),Empleado/a privado/a,2491020.11494252,4,8,81
191,3,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,78,Hombre,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,5376740.84709262,5,10,72
191,9,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,53,Mujer,9.0,2. Básica completa (6-9 años),Inactivo/No aplica,1559918.64082317,3,5,70
191,13,1,0,Asunción,1,Urbana,1,6,1,6.0,1.0,43,Mujer,14.0,4. Superior (13+ años),Empleado/a público/a,2987078.24838479,4,8,47
191,19,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,70,Mujer,17.0,4. Superior (13+ años),Empleado/a público/a,4579976.05850684,5,10,42
191,22,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,59,Hombre,11.0,3. Media/Bachillerato (10-12 años),Empleador/a,5310361.33046185,5,10,88
191,27,1,0,Asunción,1,Urbana,1,6,1,1.0,1.0,31,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,2857638.19095478,4,8,117
191,30,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,30,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,3086647.52333095,5,9,65
191,37,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,29,Mujer,17.0,4. Superior (13+ años),Empleado/a privado/a,2489231.87365399,4,8,121
191,47,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,60,Mujer,18.0,4. Superior (13+ años),Cuenta propia,4248289.06436948,5,9,60
191,48,1,0,Asunción,1,Urbana,7,6,1,1.0,6.0,35,Mujer,11.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,923296.278125323,1,2,82
206,4,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,42,Hombre,17.0,4. Superior (13+ años),Empleado/a privado/a,13438444.2836469,5,10,113
206,7,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,84,Hombre,17.0,4. Superior (13+ años),Inactivo/No aplica,3173242.90272794,5,9,69
206,8,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,74,Hombre,14.0,4. Superior (13+ años),Inactivo/No aplica,9559911.57735498,5,10,111
206,13,1,0,Asunción,1,Urbana,6,6,1,1.0,6.0,44,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,732161.087071878,1,2,113
206,34,1,0,Asunción,1,Urbana,6,1,1,1.0,6.0,72,Hombre,17.0,4. Superior (13+ años),Inactivo/No aplica,7200016.28618645,5,10,90
206,41,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,57,Hombre,17.0,4. Superior (13+ años),Empleado/a privado/a,3625826.40311425,5,9,110
206,51,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,51,Mujer,15.0,4. Superior (13+ años),Empleado/a público/a,3930836.95127835,5,9,122
221,6,1,0,Asunción,1,Urbana,5,6,1,1.0,6.0,43,Mujer,10.0,3. Media/Bachillerato (10-12 años),Cuenta propia,2382205.84645593,4,7,99
221,17,1,0,Asunción,1,Urbana,5,1,1,1.0,6.0,50,Hombre,16.0,4. Superior (13+ años),Empleado/a público/a,2263910.34022988,4,7,95
221,20,1,0,Asunción,1,Urbana,2,6,0,,,45,Mujer,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1858390.08045977,3,6,98
221,28,1,0,Asunción,1,Urbana,6,6,0,,,52,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,1262116.85823755,2,4,95
221,42,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,35,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,996408.04597701,2,3,76
221,60,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,18,Mujer,12.0,3. Media/Bachillerato (10-12 años),Doméstico/a,903409.961685822,1,2,96
221,62,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,64,Hombre,10.0,3. Media/Bachillerato (10-12 años),Empleador/a,2235334.76628352,4,7,71
221,65,1,0,Asunción,1,Urbana,1,6,1,1.0,6.0,60,Mujer,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1693893.67816092,3,5,56
221,71,1,0,Asunción,1,Urbana,4,6,0,,,63,Mujer,7.0,2. Básica completa (6-9 años),Inactivo/No aplica,423473.419540229,1,1,136
221,73,1,0,Asunción,1,Urbana,1,6,1,1.0,1.0,42,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,4224770.11494252,5,9,104
221,74,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,22,Mujer,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1687310.34099617,3,5,103
221,85,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,32,Hombre,17.0,4. Superior (13+ años),Empleado/a público/a,3611979.16666666,5,9,110
236,19,1,0,Asunción,1,Urbana,3,6,0,,,39,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,744607.125427039,1,2,153
236,21,1,0,Asunción,1,Urbana,4,6,1,1.0,6.0,56,Mujer,18.0,4. Superior (13+ años),Cuenta propia,3553806.73499269,5,9,86
236,24,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,51,Hombre,18.0,4. Superior (13+ años),Empleador/a,4451486.01481846,5,10,113
236,25,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,26,Mujer,17.0,4. Superior (13+ años),Empleado/a privado/a,5584553.4407028,5,10,106
236,28,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,66,Hombre,17.0,4. Superior (13+ años),Inactivo/No aplica,3046120.05856516,5,9,91
236,44,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,82,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,5838396.77891656,5,10,96
251,10,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,84,Hombre,18.0,4. Superior (13+ años),Empleador/a,17105004.789272,5,10,74
251,11,1,0,Asunción,1,Urbana,1,6,1,1.0,6.0,70,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,7086952.22701148,5,10,38
251,13,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,60,Hombre,18.0,4. Superior (13+ años),Empleado/a privado/a,9897653.25670496,5,10,71
251,14,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,51,Mujer,13.0,4. Superior (13+ años),Empleado/a privado/a,1967905.89080459,3,6,92
251,17,1,0,Asunción,1,Urbana,6,1,1,1.0,6.0,58,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,11356283.9240102,5,10,88
251,29,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,86,Mujer,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,4633297.41379309,5,10,60
251,35,1,0,Asunción,1,Urbana,5,1,1,1.0,6.0,76,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,6616149.42528734,5,10,82
251,36,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,52,Hombre,18.0,4. Superior (13+ años),Empleador/a,2586758.32136015,4,8,82
251,45,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,46,Hombre,17.0,4. Superior (13+ años),Empleador/a,9576588.44189015,5,10,83
266,2,1,0,Asunción,1,Urbana,1,6,1,6.0,1.0,28,Mujer,14.0,4. Superior (13+ años),Empleado/a privado/a,4569180.08784774,5,10,69
266,6,1,0,Asunción,1,Urbana,1,1,1,1.0,6.0,64,Hombre,17.0,4. Superior (13+ años),Inactivo/No aplica,9595278.18448026,5,10,47
266,18,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,31,Mujer,13.0,4. Superior (13+ años),Empleado/a privado/a,947681.79599805,1,2,67
266,20,1,0,Asunción,1,Urbana,3,1,1,1.0,6.0,81,Mujer,11.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,3108170.65235075,5,9,67
266,23,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,43,Hombre,16.0,4. Superior (13+ años),Empleado/a privado/a,1878863.77501221,3,6,73
266,36,1,0,Asunción,1,Urbana,5,1,1,1.0,6.0,48,Hombre,16.0,4. Superior (13+ años),Empleado/a privado/a,3423838.94582724,5,9,71
266,38,1,0,Asunción,1,Urbana,3,6,1,1.0,6.0,52,Mujer,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,1234798.58052709,2,4,65
266,46,1,0,Asunción,1,Urbana,5,1,1,1.0,6.0,50,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a público/a,1694658.12591508,3,5,73
266,48,1,0,Asunción,1,Urbana,4,6,1,1.0,6.0,42,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,1961564.49615667,3,6,66
266,49,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,22,Mujer,16.0,4. Superior (13+ años),Empleado/a privado/a,3299963.39677893,5,9,99
266,54,1,0,Asunción,1,Urbana,2,6,0,,,93,Mujer,9.0,2. Básica completa (6-9 años),Inactivo/No aplica,4315336.74963398,5,10,70
279,4,1,0,Asunción,1,Urbana,1,1,1,1.0,6.0,43,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,4500311.43076677,5,10,96
279,13,1,0,Asunción,1,Urbana,2,1,1,1.0,6.0,78,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,3624198.14285828,5,9,158
279,17,1,0,Asunción,1,Urbana,5,1,1,1.0,6.0,32,Mujer,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,812298.682284043,1,2,169
279,20,1,0,Asunción,1,Urbana,4,1,1,1.0,6.0,45,Mujer,12.0,3. Media/Bachillerato (10-12 años),Doméstico/a,1649981.69838946,3,5,159
279,32,1,0,Asunción,1,Urbana,1,1,1,1.0,6.0,60,Hombre,18.0,4. Superior (13+ años),Cuenta propia,3046120.05856516,5,9,123
294,2,1,0,Asunción,1,Urbana,2,6,1,1.0,6.0,63,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,1650000.0,3,5,99
294,10,1,0,Asunción,1,Urbana,5,6,1,1.0,6.0,52,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,1365785.8,2,4,89
294,14,1,0,Asunción,1,Urbana,6,6,1,1.0,6.0,56,Mujer,10.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,1696333.33333333,3,5,129
294,17,1,0,Asunción,1,Urbana,4,6,1,1.0,6.0,32,Mujer,3.0,1. Básica incompleta (0-5 años),Doméstico/a,539676.0,1,1,152
