UPM,NVIVI,NHOGA,DPTO,DPTO_NOMBRE,AREA,AREA_DESC,TOTAL,V23A1,TIENE_INTERNET,V23C1,V23C2,EDAD_JEFE,SEXO_JEFE_DESC,ANIOS_ESTUDIO_JEFE,NIVEL_EDUC_JEFE,CAT_OCUP_JEFE_DESC,IPCM,QUINTIL_ING,DECIL_ING,FACTOR
3068,15,1,1,Concepción,6,Rural,4,6,1,1.0,6.0,49,Hombre,15.0,4. Superior (13+ años),Cuenta propia,2553198.53797696,4,8,78
3068,29,1,1,Concepción,6,Rural,2,6,0,,,66,Hombre,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1547768.17854572,3,6,48
3068,30,1,1,Concepción,6,Rural,3,6,1,1.0,6.0,53,Mujer,5.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,3461675.06599472,5,9,68
3068,34,1,1,Concepción,6,Rural,3,1,1,1.0,6.0,46,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,6002434.92368611,5,10,65
3068,35,1,1,Concepción,6,Rural,2,1,0,,,44,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,7902604.75161988,5,10,83
3068,36,1,1,Concepción,6,Rural,3,6,0,,,44,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,950310.092152629,2,3,66
3068,44,1,1,Concepción,6,Rural,2,6,0,,,32,Hombre,16.0,4. Superior (13+ años),Empleador/a,2286037.12347013,4,8,93
3087,14,1,1,Concepción,6,Rural,1,6,0,,,45,Hombre,3.0,1. Básica incompleta (0-5 años),Empleado/a privado/a,1594252.87356322,3,6,79
3087,22,1,1,Concepción,6,Rural,3,1,0,,,22,Hombre,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,963194.444444443,2,3,131
3087,29,1,1,Concepción,6,Rural,1,6,1,6.0,1.0,46,Hombre,2.0,1. Básica incompleta (0-5 años),Cuenta propia,2112385.05747126,4,7,134
3087,38,1,1,Concepción,6,Rural,3,6,0,,,37,Mujer,10.0,3. Media/Bachillerato (10-12 años),Familiar no remunerado,673548.149584929,1,2,88
3087,43,1,1,Concepción,6,Rural,3,6,0,,,59,Mujer,2.0,1. Básica incompleta (0-5 años),Familiar no remunerado,1195136.09514687,2,4,81
3087,45,1,1,Concepción,6,Rural,1,6,0,,,79,Mujer,2.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1334765.30100574,3,5,34
3087,56,1,1,Concepción,6,Rural,1,6,0,,,43,Mujer,5.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1992816.09195402,4,7,48
3087,71,1,1,Concepción,6,Rural,5,6,0,,,35,Hombre,9.0,2. Básica completa (6-9 años),Empleado/a privado/a,963631.007471263,2,3,79
3087,77,1,1,Concepción,6,Rural,4,6,1,6.0,1.0,47,Hombre,1.0,1. Básica incompleta (0-5 años),Cuenta propia,189172.219228927,1,1,102
3090,4,1,1,Concepción,1,Urbana,5,6,0,,,63,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,507391.666666667,1,1,139
3090,14,1,1,Concepción,1,Urbana,2,6,0,,,75,Mujer,3.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,832583.360042949,1,2,114
3090,16,1,1,Concepción,1,Urbana,3,6,1,1.0,6.0,65,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,1109784.0,2,3,101
3090,20,1,1,Concepción,1,Urbana,4,6,0,,,57,Hombre,6.0,2. Básica completa (6-9 años),Empleado/a privado/a,919676.0,1,2,112
3090,22,1,1,Concepción,1,Urbana,4,6,1,1.0,6.0,56,Mujer,3.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,532338.0,1,1,155
3090,24,1,1,Concepción,1,Urbana,3,6,0,,,44,Hombre,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,2748950.66666667,4,8,132
3090,39,1,1,Concepción,1,Urbana,16,6,0,,,50,Mujer,2.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,400341.5,1,1,125
3090,45,1,1,Concepción,1,Urbana,1,6,0,,,77,Mujer,4.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1299577.0,2,4,100
3090,58,1,1,Concepción,1,Urbana,2,6,1,1.0,6.0,32,Mujer,14.0,4. Superior (13+ años),Cuenta propia,1614676.0,3,5,174
3090,76,1,1,Concepción,1,Urbana,4,6,0,,,28,Mujer,4.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,364676.0,1,1,150
3113,3,1,1,Concepción,6,Rural,3,1,0,,,54,Hombre,3.0,1. Básica incompleta (0-5 años),Cuenta propia,1481875.0,3,5,65
3113,4,1,1,Concepción,6,Rural,3,6,0,,,26,Mujer,6.0,2. Básica completa (6-9 años),Empleado/a privado/a,925731.0,2,3,61
3113,5,1,1,Concepción,6,Rural,3,6,0,,,37,Mujer,9.0,2. Básica completa (6-9 años),Cuenta propia,1247675.44444444,2,4,64
3113,9,1,1,Concepción,6,Rural,3,6,0,,,42,Hombre,5.0,1. Básica incompleta (0-5 años),Cuenta propia,543397.666666667,1,1,59
3113,24,1,1,Concepción,6,Rural,2,6,0,,,45,Hombre,10.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,5250000.0,5,10,73
3113,27,1,1,Concepción,6,Rural,3,6,0,,,47,Hombre,3.0,1. Básica incompleta (0-5 años),Empleado/a privado/a,1787000.0,3,6,88
3113,29,1,1,Concepción,6,Rural,5,6,0,,,58,Hombre,4.0,1. Básica incompleta (0-5 años),Cuenta propia,540307.066666667,1,1,76
3113,32,1,1,Concepción,6,Rural,7,6,0,,,45,Hombre,6.0,2. Básica completa (6-9 años),Empleado/a privado/a,1345122.80952381,3,5,66
3113,52,1,1,Concepción,6,Rural,3,6,0,,,64,Mujer,4.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,459064.333333333,1,1,63
3113,57,1,1,Concepción,6,Rural,3,6,0,,,62,Hombre,2.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1366166.66666667,3,5,70
3127,3,1,1,Concepción,1,Urbana,3,6,0,,,43,Hombre,7.0,2. Básica completa (6-9 años),Cuenta propia,1238926.72030651,2,4,183
3127,23,1,1,Concepción,1,Urbana,2,6,1,1.0,6.0,49,Mujer,15.0,4. Superior (13+ años),Empleado/a público/a,6541507.89655171,5,10,160
3127,24,1,1,Concepción,1,Urbana,4,1,1,1.0,6.0,43,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,4928690.88242336,5,10,204
3127,25,1,1,Concepción,1,Urbana,2,1,1,1.0,6.0,41,Mujer,15.0,4. Superior (13+ años),Empleador/a,2207132.89655172,4,7,155
3127,63,1,1,Concepción,1,Urbana,4,6,1,1.0,6.0,28,Hombre,9.0,2. Básica completa (6-9 años),Empleado/a privado/a,1551950.06896551,3,5,193
3127,66,1,1,Concepción,1,Urbana,1,6,1,6.0,1.0,23,Mujer,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,1295330.45977011,2,4,280
3127,71,1,1,Concepción,1,Urbana,3,6,1,1.0,6.0,29,Hombre,10.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,2563291.40341634,4,8,168
3127,78,1,1,Concepción,1,Urbana,1,6,1,6.0,1.0,20,Mujer,9.0,2. Básica completa (6-9 años),Empleado/a privado/a,4284554.59770114,5,10,194
3144,13,1,1,Concepción,6,Rural,4,6,0,,,44,Hombre,6.0,2. Básica completa (6-9 años),Empleado/a privado/a,1112824.71072797,2,4,111
3144,16,1,1,Concepción,6,Rural,3,1,1,1.0,6.0,62,Hombre,4.0,1. Básica incompleta (0-5 años),Cuenta propia,3069075.17161558,5,9,107
3144,26,1,1,Concepción,6,Rural,3,6,1,1.0,6.0,42,Hombre,5.0,1. Básica incompleta (0-5 años),Empleado/a privado/a,1461398.46743295,3,5,92
3144,36,1,1,Concepción,6,Rural,4,6,1,1.0,6.0,53,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,1467591.64379789,3,5,72
3144,44,1,1,Concepción,6,Rural,6,6,1,1.0,6.0,50,Hombre,10.0,3. Media/Bachillerato (10-12 años),Cuenta propia,846335.750980454,1,2,99
3144,49,1,1,Concepción,6,Rural,5,6,1,1.0,6.0,47,Hombre,3.0,1. Básica incompleta (0-5 años),Empleado/a privado/a,872561.705172412,2,3,106
3144,55,1,1,Concepción,6,Rural,6,6,1,1.0,6.0,35,Mujer,8.0,2. Básica completa (6-9 años),Inactivo/No aplica,785039.127234992,1,2,109
3144,58,1,1,Concepción,6,Rural,4,6,1,1.0,6.0,64,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,2594538.36272749,4,8,80
3144,74,1,1,Concepción,6,Rural,5,6,1,1.0,6.0,38,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,391244.40545977,1,1,105
3155,1,1,2,San Pedro,1,Urbana,3,6,0,,,40,Hombre,7.0,2. Básica completa (6-9 años),Empleado/a privado/a,1131470.17973856,2,3,125
3155,4,1,2,San Pedro,1,Urbana,2,6,1,1.0,6.0,66,Hombre,8.0,2. Básica completa (6-9 años),Inactivo/No aplica,1820437.5,3,6,110
3155,13,1,2,San Pedro,1,Urbana,3,6,1,1.0,6.0,61,Hombre,15.0,4. Superior (13+ años),Familiar no remunerado,4645927.80952009,5,10,133
3155,20,1,2,San Pedro,1,Urbana,3,6,1,1.0,6.0,46,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,2447647.05882353,4,8,192
3155,21,1,2,San Pedro,1,Urbana,2,6,1,1.0,6.0,34,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,2167187.5,4,7,178
3155,43,1,2,San Pedro,1,Urbana,2,6,0,,,95,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,2315066.17647059,4,7,137
3155,47,1,2,San Pedro,1,Urbana,4,1,1,1.0,6.0,50,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,2394529.71813725,4,7,168
3155,59,1,2,San Pedro,1,Urbana,5,1,1,1.0,6.0,57,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,3810850.49019607,5,9,142
3155,73,1,2,San Pedro,1,Urbana,1,6,1,6.0,1.0,40,Hombre,17.0,4. Superior (13+ años),Empleado/a público/a,8158823.52941176,5,10,177
3155,75,1,2,San Pedro,1,Urbana,5,1,1,1.0,6.0,63,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,2239767.03431372,4,7,161
3166,5,1,2,San Pedro,1,Urbana,2,6,1,1.0,6.0,58,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,687652.647482012,1,1,149
3166,6,1,2,San Pedro,1,Urbana,2,6,1,1.0,6.0,36,Mujer,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,3043417.26618704,5,9,156
3166,10,1,2,San Pedro,1,Urbana,5,6,1,1.0,6.0,33,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleador/a,1487092.35107913,3,5,131
3166,37,1,2,San Pedro,1,Urbana,7,6,1,1.0,6.0,36,Hombre,16.0,4. Superior (13+ años),Cuenta propia,515270.663926001,1,1,134
3166,43,1,2,San Pedro,1,Urbana,1,6,0,,,67,Hombre,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,1047311.72589928,2,3,100
3166,48,1,2,San Pedro,1,Urbana,6,6,1,1.0,6.0,52,Mujer,6.0,2. Básica completa (6-9 años),Doméstico/a,972154.657074338,2,3,110
3166,82,1,2,San Pedro,1,Urbana,4,1,1,1.0,6.0,64,Mujer,12.0,3. Media/Bachillerato (10-12 años),Inactivo/No aplica,2145359.71223021,4,7,119
3166,85,1,2,San Pedro,1,Urbana,1,6,0,,,94,Hombre,0.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,2085067.12158273,4,7,158
3166,91,1,2,San Pedro,1,Urbana,3,6,1,1.0,6.0,29,Mujer,13.0,4. Superior (13+ años),Empleado/a público/a,1572054.01119104,3,5,124
3166,93,1,2,San Pedro,1,Urbana,1,6,1,6.0,1.0,48,Hombre,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,1496762.58992805,3,5,211
3166,100,1,2,San Pedro,1,Urbana,2,1,1,1.0,6.0,25,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,1272172.40287769,2,4,145
3178,1,1,2,San Pedro,1,Urbana,3,6,1,1.0,6.0,42,Hombre,17.0,4. Superior (13+ años),Empleado/a público/a,5978448.27586206,5,10,109
3178,16,1,2,San Pedro,1,Urbana,4,6,1,1.0,6.0,54,Hombre,15.0,4. Superior (13+ años),Inactivo/No aplica,3282851.55633381,5,9,101
3178,23,1,2,San Pedro,1,Urbana,2,1,1,1.0,6.0,32,Hombre,18.0,4. Superior (13+ años),Empleador/a,6319718.03160918,5,10,128
3178,42,1,2,San Pedro,1,Urbana,4,6,1,1.0,6.0,47,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,6373482.54909003,5,10,116
3178,43,1,2,San Pedro,1,Urbana,1,1,1,1.0,6.0,23,Hombre,14.0,4. Superior (13+ años),Empleado/a privado/a,2491020.11494252,4,8,214
3178,45,1,2,San Pedro,1,Urbana,2,6,0,,,78,Hombre,5.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1638465.3253113,3,5,116
3178,46,1,2,San Pedro,1,Urbana,2,1,1,1.0,6.0,29,Hombre,18.0,4. Superior (13+ años),Empleado/a público/a,5312515.56513409,5,10,119
3178,47,1,2,San Pedro,1,Urbana,1,6,0,,,86,Hombre,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,2390957.82974137,4,7,115
3178,53,1,2,San Pedro,1,Urbana,4,6,0,,,89,Mujer,4.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,4193526.99335488,5,9,88
3178,65,1,2,San Pedro,1,Urbana,2,6,1,1.0,6.0,61,Mujer,13.0,4. Superior (13+ años),Empleado/a público/a,3686709.77011494,5,9,146
3191,1,1,2,San Pedro,1,Urbana,3,6,1,1.0,6.0,34,Mujer,17.0,4. Superior (13+ años),Empleado/a privado/a,2812200.06714627,4,8,69
3191,10,1,2,San Pedro,1,Urbana,3,1,1,1.0,6.0,51,Hombre,16.0,4. Superior (13+ años),Empleado/a público/a,4989208.63309351,5,10,108
3191,11,1,2,San Pedro,1,Urbana,1,6,1,1.0,6.0,27,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a público/a,3193093.52517985,5,9,131
3191,14,1,2,San Pedro,1,Urbana,1,1,1,1.0,6.0,32,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,11662275.1798561,5,10,128
3191,29,1,2,San Pedro,1,Urbana,5,1,1,1.0,6.0,43,Hombre,9.0,2. Básica completa (6-9 años),Cuenta propia,4674162.62254195,5,10,119
3191,33,1,2,San Pedro,1,Urbana,1,6,1,1.0,6.0,56,Mujer,14.0,4. Superior (13+ años),Cuenta propia,4989208.63309351,5,10,79
3191,44,1,2,San Pedro,1,Urbana,2,1,0,,,49,Mujer,5.0,1. Básica incompleta (0-5 años),Cuenta propia,1429325.11990407,2,4,119
3191,54,1,2,San Pedro,1,Urbana,3,1,1,1.0,6.0,35,Hombre,18.0,4. Superior (13+ años),Empleado/a privado/a,3658752.99760191,5,9,100
3191,55,1,2,San Pedro,1,Urbana,1,6,1,6.0,1.0,32,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,3592230.21582733,5,9,128
3191,58,1,2,San Pedro,1,Urbana,1,6,1,1.0,6.0,23,Mujer,15.0,4. Superior (13+ años),Inactivo/No aplica,1596546.76258992,3,5,166
3191,61,1,2,San Pedro,1,Urbana,1,6,1,6.0,1.0,19,Mujer,5.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1496762.58992805,3,5,144
3207,4,1,2,San Pedro,6,Rural,5,6,1,1.0,6.0,52,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,3017064.95098039,5,9,177
3207,12,1,2,San Pedro,6,Rural,2,6,1,1.0,6.0,65,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,1070845.58823529,2,3,157
3207,19,1,2,San Pedro,6,Rural,4,1,1,1.0,6.0,38,Mujer,17.0,4. Superior (13+ años),Empleado/a público/a,4463535.12561274,5,10,228
3207,27,1,2,San Pedro,6,Rural,6,6,0,,,52,Hombre,2.0,1. Básica incompleta (0-5 años),Empleado/a privado/a,1420626.81781046,3,5,184
3207,30,1,2,San Pedro,6,Rural,1,6,1,1.0,1.0,29,Hombre,14.0,4. Superior (13+ años),Empleado/a privado/a,5405220.58823529,5,10,226
3207,36,1,2,San Pedro,6,Rural,4,6,1,1.0,6.0,47,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleador/a,994356.617647058,2,3,182
3207,38,1,2,San Pedro,6,Rural,3,6,1,1.0,6.0,33,Hombre,17.0,4. Superior (13+ años),Empleado/a privado/a,985857.843137254,2,3,164
3207,75,1,2,San Pedro,6,Rural,2,6,1,1.0,6.0,56,Mujer,16.0,4. Superior (13+ años),Inactivo/No aplica,3707165.44117647,5,9,126
3228,1,1,2,San Pedro,6,Rural,5,6,0,,,69,Hombre,6.0,2. Básica completa (6-9 años),Empleado/a público/a,3478205.54735584,5,9,75
3228,18,1,2,San Pedro,6,Rural,4,1,1,1.0,6.0,45,Mujer,15.0,4. Superior (13+ años),Empleado/a privado/a,1635220.2178751,3,6,95
3228,21,1,2,San Pedro,6,Rural,3,6,0,,,53,Hombre,14.0,4. Superior (13+ años),Cuenta propia,2636735.83664354,4,8,72
3228,23,1,2,San Pedro,6,Rural,5,6,0,,,86,Hombre,3.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1196126.81923906,2,4,87
3228,25,1,2,San Pedro,6,Rural,6,1,0,,,57,Hombre,17.0,4. Superior (13+ años),Empleado/a público/a,2254638.63340513,4,8,106
3228,33,1,2,San Pedro,6,Rural,4,6,0,,,73,Hombre,3.0,1. Básica incompleta (0-5 años),Cuenta propia,1462752.47032784,3,5,89
3228,41,1,2,San Pedro,6,Rural,1,6,0,,,85,Mujer,4.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1791825.77099785,3,6,64
3228,42,1,2,San Pedro,6,Rural,2,6,0,,,91,Mujer,5.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,961877.530150757,2,3,74
3250,3,1,2,San Pedro,6,Rural,2,6,0,,,81,Mujer,2.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1044538.5,2,3,100
3250,12,1,2,San Pedro,6,Rural,3,6,0,,,39,Hombre,12.0,3. Media/Bachillerato (10-12 años),Cuenta propia,761842.0,1,2,110
3250,23,1,2,San Pedro,6,Rural,4,1,0,,,79,Hombre,6.0,2. Básica completa (6-9 años),Empleador/a,14226750.0,5,10,126
3250,32,1,2,San Pedro,6,Rural,4,6,0,,,60,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,666860.75,1,2,97
3250,33,1,2,San Pedro,6,Rural,4,6,0,,,57,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,892375.0,2,3,117
3250,36,1,2,San Pedro,6,Rural,2,6,0,,,80,Mujer,0.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1180996.83333333,2,4,101
3250,37,1,2,San Pedro,6,Rural,2,6,0,,,61,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,2234541.66666667,4,8,101
3250,42,1,2,San Pedro,6,Rural,3,6,0,,,58,Mujer,3.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1022361.11111111,2,3,107
3250,46,1,2,San Pedro,6,Rural,2,6,0,,,56,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,911104.166666667,2,3,77
3271,10,1,2,San Pedro,6,Rural,1,6,0,,,44,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a público/a,5071068.95665708,5,10,108
3271,14,1,2,San Pedro,6,Rural,1,6,1,6.0,1.0,62,Mujer,1.0,1. Básica incompleta (0-5 años),Cuenta propia,915117.756226052,2,3,87
3271,29,1,2,San Pedro,6,Rural,2,6,0,,,75,Hombre,4.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,640337.479046934,1,1,72
3271,34,1,2,San Pedro,6,Rural,4,6,0,,,48,Hombre,5.0,1. Básica incompleta (0-5 años),Cuenta propia,461073.047533524,1,1,68
3271,36,1,2,San Pedro,6,Rural,5,6,0,,,29,Mujer,7.0,2. Básica completa (6-9 años),Empleado/a privado/a,661320.806321838,1,2,91
3271,39,1,2,San Pedro,6,Rural,5,6,0,,,67,Mujer,2.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1318135.12131226,3,5,80
3271,40,1,2,San Pedro,6,Rural,6,6,0,,,44,Hombre,8.0,2. Básica completa (6-9 años),Empleado/a privado/a,1039785.45673691,2,3,71
3271,43,1,2,San Pedro,6,Rural,2,6,0,,,48,Mujer,1.0,1. Básica incompleta (0-5 años),Cuenta propia,660375.415229884,1,2,74
3271,44,1,2,San Pedro,6,Rural,2,6,0,,,41,Hombre,8.0,2. Básica completa (6-9 años),Cuenta propia,2241918.10344827,4,8,68
3271,51,1,2,San Pedro,6,Rural,4,6,0,,,22,Hombre,12.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,1088208.11997126,2,4,81
3271,52,1,2,San Pedro,6,Rural,3,6,0,,,41,Mujer,11.0,3. Media/Bachillerato (10-12 años),Cuenta propia,890272.435185184,2,3,68
3292,10,1,2,San Pedro,6,Rural,4,6,0,,,62,Hombre,1.0,1. Básica incompleta (0-5 años),Empleado/a privado/a,714173.257499401,1,2,83
3292,14,1,2,San Pedro,6,Rural,2,6,0,,,58,Hombre,9.0,2. Básica completa (6-9 años),Empleado/a privado/a,2602226.85685146,4,8,79
3292,17,1,2,San Pedro,6,Rural,3,6,0,,,55,Mujer,5.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,485637.784777218,1,1,103
3292,21,1,2,San Pedro,6,Rural,4,6,1,1.0,6.0,38,Hombre,4.0,1. Básica incompleta (0-5 años),Empleado/a privado/a,755790.33063355,1,2,121
3292,29,1,2,San Pedro,6,Rural,2,6,0,,,78,Hombre,3.0,1. Básica incompleta (0-5 años),Cuenta propia,1662721.08759299,3,6,101
3292,38,1,2,San Pedro,6,Rural,2,6,0,,,77,Hombre,3.0,1. Básica incompleta (0-5 años),Cuenta propia,999136.284377251,2,3,81
3292,44,1,2,San Pedro,6,Rural,1,6,0,,,85,Hombre,0.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,1497417.78185745,3,5,104
3292,52,1,2,San Pedro,6,Rural,3,1,1,1.0,6.0,51,Hombre,16.0,4. Superior (13+ años),Cuenta propia,3603127.31957444,5,9,81
3292,58,1,2,San Pedro,6,Rural,1,6,1,6.0,1.0,65,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,1464471.62227022,3,5,73
3292,59,1,2,San Pedro,6,Rural,2,6,0,,,74,Hombre,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,1746520.08603312,3,6,112
3311,7,1,2,San Pedro,6,Rural,7,6,0,,,28,Hombre,7.0,2. Básica completa (6-9 años),Cuenta propia,495621.821385842,1,1,69
3311,18,1,2,San Pedro,6,Rural,2,6,0,,,50,Mujer,6.0,2. Básica completa (6-9 años),Cuenta propia,527348.324599188,1,1,55
3311,20,1,2,San Pedro,6,Rural,6,6,0,,,50,Mujer,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,888840.108917607,2,3,83
3311,23,1,2,San Pedro,6,Rural,6,6,0,,,60,Mujer,3.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,952255.653266335,2,3,93
3311,25,1,2,San Pedro,6,Rural,6,6,0,,,38,Mujer,0.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,246785.751694983,1,1,70
3311,26,1,2,San Pedro,6,Rural,8,6,0,,,51,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,221387.197804499,1,1,85
3311,28,1,2,San Pedro,6,Rural,3,6,0,,,62,Hombre,4.0,1. Básica incompleta (0-5 años),Cuenta propia,609090.147164396,1,1,63
3311,38,1,2,San Pedro,6,Rural,4,6,0,,,45,Hombre,2.0,1. Básica incompleta (0-5 años),Empleado/a privado/a,961719.28655181,2,3,64
3311,40,1,2,San Pedro,6,Rural,3,6,0,,,66,Hombre,3.0,1. Básica incompleta (0-5 años),Cuenta propia,435809.184812955,1,1,86
3311,46,1,2,San Pedro,6,Rural,2,6,0,,,59,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,1259195.53385978,2,4,66
3311,48,1,2,San Pedro,6,Rural,2,6,0,,,34,Mujer,17.0,4. Superior (13+ años),Inactivo/No aplica,995692.749461597,2,3,80
3311,49,1,2,San Pedro,6,Rural,1,1,1,6.0,1.0,28,Mujer,16.0,4. Superior (13+ años),Empleado/a público/a,4193152.57836805,5,10,72
3334,3,1,2,San Pedro,1,Urbana,1,6,0,,,81,Hombre,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,2189577.0,4,7,114
3334,4,1,2,San Pedro,1,Urbana,4,6,1,1.0,6.0,32,Mujer,15.0,4. Superior (13+ años),Inactivo/No aplica,705983.833333333,1,1,123
3334,12,1,2,San Pedro,1,Urbana,4,6,1,1.0,6.0,82,Hombre,6.0,2. Básica completa (6-9 años),Inactivo/No aplica,2099788.5,4,7,104
3334,18,1,2,San Pedro,1,Urbana,4,1,1,1.0,6.0,80,Hombre,9.0,2. Básica completa (6-9 años),Inactivo/No aplica,2950000.0,4,8,116
3334,28,1,2,San Pedro,1,Urbana,1,6,0,,,41,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,2500000.0,4,8,126
3334,33,1,2,San Pedro,1,Urbana,5,6,0,,,32,Hombre,11.0,3. Media/Bachillerato (10-12 años),Empleado/a privado/a,1348953.73333333,2,4,110
3334,35,1,2,San Pedro,1,Urbana,2,6,1,1.0,6.0,66,Mujer,13.0,4. Superior (13+ años),Inactivo/No aplica,1499788.5,3,5,81
3334,45,1,2,San Pedro,1,Urbana,6,6,1,1.0,6.0,39,Hombre,16.0,4. Superior (13+ años),Empleado/a público/a,2054553.58742299,4,7,101
3334,48,1,2,San Pedro,1,Urbana,3,1,1,1.0,6.0,63,Mujer,14.0,4. Superior (13+ años),Cuenta propia,2320833.33333333,4,7,107
3334,54,1,2,San Pedro,1,Urbana,5,1,1,1.0,6.0,51,Hombre,15.0,4. Superior (13+ años),Inactivo/No aplica,3585870.4,5,9,103
3345,9,1,2,San Pedro,6,Rural,3,6,0,,,50,Mujer,2.0,1. Básica incompleta (0-5 años),Cuenta propia,1083520.78529718,2,4,104
3345,11,1,2,San Pedro,6,Rural,7,6,0,,,34,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,531597.611299668,1,1,134
3345,19,1,2,San Pedro,6,Rural,1,6,0,,,58,Hombre,3.0,1. Básica incompleta (0-5 años),Cuenta propia,898704.103671707,2,3,121
3345,27,1,2,San Pedro,6,Rural,6,6,0,,,40,Hombre,3.0,1. Básica incompleta (0-5 años),Doméstico/a,529663.214662827,1,1,116
3345,51,1,2,San Pedro,6,Rural,4,6,0,,,66,Hombre,0.0,1. Básica incompleta (0-5 años),Cuenta propia,1238781.37634989,2,4,122
3345,59,1,2,San Pedro,6,Rural,4,6,0,,,74,Mujer,0.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,892242.972102233,2,3,107
3345,60,1,2,San Pedro,6,Rural,1,6,0,,,54,Hombre,6.0,2. Básica completa (6-9 años),Cuenta propia,4020203.0237581,5,10,136
3345,61,1,2,San Pedro,6,Rural,1,6,0,,,80,Hombre,2.0,1. Básica incompleta (0-5 años),Inactivo/No aplica,2246760.25917927,4,8,132
3353,4,1,2,San Pedro,1,Urbana,3,6,1,1.0,6.0,37,Hombre,10.0,3. Media/Bachillerato (10-12 años),Empleador/a,1383117.33333333,2,4,130
