UPM;NVIVI;NHOGA;AÑO;DPTO;AREA;HOMBRES;MUJERES;TOTAL;V01;V02A;V02B;V03;V04;V05;V06;V07;V07A;V08;V09;V10;V11A;V11B;V12;V13;V14A;V14B;V15;V16;V17;V18;V19;V20;V21;V21G;V23A1;V23A2;V23B;V23C1;V23C2;V2401;V2402;V2403;V2404;V2404A;V2404B;V2405;V2406;V2407;V2408;V2409;V2410;V2411;V2412;V2413;V2414;THOGAV;FACTOR;POBREZAI;POBNOPOI
3401;16;1;2025;2;6;0;1;1;1;1;1;3;4;1;2;1;1;2;1;1;6;1;6; ;1;1;1;1;1; ;99999999999;99999999999;1;150000;6;6;6; ; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;58;3;0
3401;21;1;2025;2;6;6;1;7;1;2;2;4;5;1;2;1;2;2;2;1;6;1;1;7;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;6;6;6;6;1;6;1;4;80;2;1
3401;30;1;2025;2;6;1;3;4;1;3;2;3;4;4;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;1;6;1;1;6;6;6;6;1;6;6;6;1;2;82;2;1
3401;35;1;2025;2;6;2;1;3;1;2;2;3;4;4;2;1;1;2;1;1;6;1;1;7;1;1;1;1;1; ;500000; ;1;150000;6;6;1;1;6;1;1;1;1;6;6;6;6;6;6;6;1;6;6;6;1;2;76;3;0
3401;37;1;2025;2;6;3;6;9;1;3;3;4;4;4;2;1;1;2;1;1;6;1;1;3;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;6;6;6;6;1;4;91;3;0
3401;40;1;2025;2;6;2;2;4;1;2;2;4;4;4;3;1;2;3;2;1;6;1;1;3;6;1;1;1;1; ;700000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;6;6;6;1;1;6;6;6;6;1;2;79;2;1
3423;7;1;2025;2;6;2;3;5;1;5;4;4;5;4;3;1;2;3;2;1;6;1;1;2;1;4;1;1;1; ;500000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;102;3;0
3423;14;1;2025;2;6;1;0;1;1;3;1;3;4;3;3;1;2;3;2;1;6;1;1;2;1;4;1;1;1; ;300000; ;1;178000;6;6;6; ; ;1;6;1;6;1;6;1;6;6;6;6;6;6;6;6;6;1;88;3;0
3423;16;1;2025;2;6;4;3;7;1;2;2;3;4;3;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;1;6;6;6;6;6;6;6;6;1;2;96;3;0
3423;17;1;2025;2;6;1;0;1;1;1;1;4;4;4;3;1;1;3;1;1;6;1;6; ;6;7;1;1;7; ;300000; ;6; ;6;6;6; ; ;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;1;1;85;3;0
3423;19;1;2025;2;6;1;2;3;1;3;2;3;3;3;3;1;2;3;2;1;6;1;1;3;6;1;4;1;1; ;600000; ;6; ;6;6;6; ; ;6;6;1;6;6;6;1;6;6;6;6;6;6;6;1;1;3;78;2;1
3423;22;1;2025;2;6;3;1;4;1;2;2;3;3;1;3;1;2;3;2;1;6;1;1;3;1;4;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;1;6;6;6;6;6;1;6;6;6;2;81;3;0
3423;23;1;2025;2;6;1;4;5;1;3;3;4;5;4;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;800000; ;6; ;6;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;1;6;1;1;1;2;85;3;0
3423;30;1;2025;2;6;2;2;4;1;2;2;3;4;4;3;6;2;3;2;1;6;1;1;3;6;4;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;1;6;6;6;6;6;6;1;6;1;4;79;3;0
3423;37;1;2025;2;6;1;2;3;1;3;2;4;5;4;3;1;2;3;2;1;6;1;1;2;1;2;1;1;1; ;350000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;4;65;3;0
3423;43;1;2025;2;6;4;0;4;1;5;5;4;5;4;2;1;2;2;2;1;6;1;1;2;1;1;4;1;1; ;800000; ;1;100000;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;1;6;1;4;86;3;0
3423;44;1;2025;2;6;4;2;6;1;3;3;4;4;4;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;6;1;6;1;4;78;2;1
3443;8;1;2025;2;6;1;2;3;1;3;2;4;5;4;3;1;2;3;2;1;6;1;1;3;1;2;1;1;1; ;800000; ;6; ;6;1;1;1;6;6;1;1;1;1;6;1;6;1;1;6;6;1;1;1;1;3;54;3;0
3443;9;1;2025;2;6;1;1;2;1;3;1;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;1;1;1; ;800000; ;1;80000;6;6;6; ; ;6;6;1;1;6;6;1;6;6;1;6;6;6;1;1;1;2;105;3;0
3443;10;1;2025;2;6;2;5;7;1;2;2;3;4;3;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;6;6;1;6;1;4;95;2;1
3443;15;1;2025;2;6;2;3;5;1;6;4;4;4;4;3;1;2;3;2;1;6;1;1;3;1;2;1;1;1; ;500000; ;1;800000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;1;1;1;4;89;3;0
3443;16;1;2025;2;6;1;1;2;1;4;2;4;4;4;3;1;2;3;2;1;6;1;1;2;1;4;1;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;4;72;3;0
3443;31;1;2025;2;6;2;1;3;1;5;3;4;4;4;2;1;2;2;2;1;6;1;1;3;1;2;1;1;1; ;250000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;1;6;1;6;1;2;124;3;0
3443;38;1;2025;2;6;2;2;4;1;5;3;4;5;4;3;1;2;3;2;1;6;1;1;2;1;4;4;1;1; ;2000000; ;1;47000;1;1;1;1;6;1;1;1;1;1;1;1;6;6;1;6;1;1;1;1;1;2;104;3;0
3443;53;1;2025;2;6;1;1;2;1;4;2;4;4;4;3;1;2;3;2;1;6;1;1;3;1;4;1;1;1; ;500000; ;6; ;6;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;2;88;3;0
3443;54;1;2025;2;6;2;2;4;1;6;4;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;1;1;1; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;100;3;0
3443;57;1;2025;2;6;2;2;4;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;1;4; ;500000; ; ;6; ;6;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;1;6;1;6;1;3;103;3;0
3443;58;1;2025;2;6;1;2;3;1;1;1;4;5;4;3;1;2;3;2;1;6;1;1;2;1;2;1;1;1; ;1500000; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;6;6;6;6;1;2;85;3;0
3464;9;1;2025;2;6;1;0;1;1;3;3;4;4;4;3;1;2;3;2;1;6;1;1;2;1;2;1;1;1; ;400000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;1;6;6;6;6;1;80;3;0
3464;10;1;2025;2;6;1;0;1;1;2;2;4;4;4;3;1;1;3;1;1;6;6;1;7;1;1;1;1;1; ;400000; ;6; ;6;6;6; ; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;70;3;0
3464;13;1;2025;2;6;3;2;5;1;3;3;4;5;4;2;1;2;2;2;1;6;1;1;3;1;1;4;1;1; ;400000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;6;6;6;6;1;2;83;2;1
3464;14;1;2025;2;6;2;1;3;1;2;2;3;4;4;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;1;6;6;6;6;1;6;6;6;6;2;65;3;0
3464;18;1;2025;2;6;1;1;2;1;2;2;3;4;3;3;1;2;3;2;1;6;1;1;3;1;1;7;6; ; ;500000; ;6; ;6;6;1;6;1;1;6;1;6;6;6;1;6;6;6;6;6;6;1;6;6;3;93;2;1
3464;21;1;2025;2;6;1;3;4;1;3;2;4;5;4;3;1;2;3;2;1;6;1;1;2;1;2;1;1;1; ;500000; ;6; ;6;6;6; ; ;6;1;1;1;1;6;1;6;6;1;6;1;6;6;6;1;4;67;3;0
3464;25;1;2025;2;6;2;2;4;1;5;4;3;4;3;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;6;6;1;6;6;6;1;6;6;6;6;6;6;6;6;1;4;66;3;0
3464;27;1;2025;2;6;1;1;2;1;2;1;4;4;4;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;1;6;6;6;1;2;61;3;0
3464;28;1;2025;2;6;3;1;4;1;2;2;4;4;4;2;1;2;2;2;1;6;1;1;3;1;4;1;1;1; ;400000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;2;92;3;0
3464;29;1;2025;2;6;2;2;4;1;4;3;3;4;3;3;1;2;3;2;1;6;1;1;3;6;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;6;6;6;6;1;4;58;3;0
3464;34;1;2025;2;6;1;0;1;1;1;1;4;4;4;3;1;2;3;2;1;6;6;1;3;6;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;6;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;1;87;3;0
3484;3;1;2025;2;6;2;2;4;1;2;2;4;5;4;2;1;2;2;2;1;6;1;1;2;1;4;1;1;1; ;800000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;1;6;1;2;85;3;0
3484;4;1;2025;2;6;2;2;4;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;4;1;1;1; ;1500000; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;91;3;0
3484;11;1;2025;2;6;1;1;2;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;4;1;6; ; ;500000; ;6; ;1;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;6;6;1;1;1;2;125;3;0
3484;29;1;2025;2;6;2;2;4;1;3;2;4;5;4;3;1;2;3;2;1;6;1;1;2;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;124;3;0
3484;30;1;2025;2;6;4;1;5;1;2;2;4;1;3;3;1;1;3;1;1;6;1;1;7;1;1;1;1;1; ;100000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;4;99;3;0
3484;36;1;2025;2;6;0;1;1;1;3;1;4;3;4;2;1;2;2;2;1;6;1;1;7;1;4;1;1;1; ;300000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;1;96;3;0
3484;38;1;2025;2;6;3;1;4;1;3;3;3;4;4;3;1;2;3;2;1;6;1;1;6;1;4;1;1;1; ;450000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;6;6;6;6;6;6;6;1;6;6;2;107;3;0
3484;47;1;2025;2;6;1;1;2;1;3;2;4;5;4;3;1;2;3;2;1;6;1;1;3;1;4;1;1;1; ;1000000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;1;6;6;1;1;1;1;2;107;3;0
3484;49;1;2025;2;6;1;1;2;1;1;1;4;5;6;3;1;2;3;2;1;6;1;1;2;1;2;1;1;1; ;800000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;1;1;1;1;2;99;3;0
3484;52;1;2025;2;6;1;0;1;3;1;1;4;4;1;3;1;2;3;2;1;6;1;1;3;6;7;1;4; ;200000; ; ;6; ;6;6;1;6;1;1;6;6;6;6;6;1;6;6;6;6;6;6;6;6;1;1;75;3;0
3491;2;1;2025;2;1;1;1;2;1;4;3;4;5;1;5; ;2;11;7;1;6;1;1;2;1;2;3;1;1; ;1200000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;1;6;2;137;3;0
3491;4;1;2025;2;1;1;1;2;1;3;2;4;4;4;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;500000; ;6; ;1;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;3;172;2;1
3491;18;1;2025;2;1;2;1;3;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;6;1;1; ;1000000; ;1;400000;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;6;1;1;1;2;114;3;0
3491;20;1;2025;2;1;1;1;2;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;3;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;6;6;6;1;2;113;3;0
3491;21;1;2025;2;1;1;1;2;1;6;5;4;5;4;2;1;2;2;2;1;6;1;1;2;1;4;4;3;3; ;1000000; ;6; ;1;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;6;1;1;6;1;2;132;3;0
3491;26;1;2025;2;1;2;1;3;1;4;2;4;5;1;3;1;2;3;2;1;6;1;1;2;1;4;6;1;1; ;1000000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;6;6;1;1;1;2;96;3;0
3491;27;1;2025;2;1;1;0;1;1;3;1;4;5;4;2;1;2;11;7;1;6;1;1;2;1;2;3;4; ;1000000; ; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;1;225;3;0
3491;32;1;2025;2;1;1;0;1;1;4;2;4;5;4;2;1;2;2;2;1;6;1;1;2;1;4;1;1;1; ;700000; ;6; ;6;6;1;6;1;1;1;1;6;1;6;1;6;6;1;6;1;1;1;6;1;1;171;3;0
3491;51;1;2025;2;1;1;2;3;1;3;3;4;4;4;2;1;2;2;2;1;6;1;1;2;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;6;6;1;1;1;2;130;3;0
3504;4;1;2025;2;1;3;1;4;1;5;4;4;5;4;2;1;2;2;2;1;6;1;1;2;1;4;3;1;1; ;1200000; ;1;450000;1;1;1;1;6;6;1;1;6;1;6;1;6;6;1;6;1;6;1;1;1;2;96;3;0
3504;9;1;2025;2;1;1;1;2;1;5;3;4;4;4;2;1;2;2;2;1;6;1;1;2;1;4;6;1;4; ;99999999999;99999999999;1;70000;6;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;1;6;6;6;1;3;101;3;0
3504;20;1;2025;2;1;1;1;2;1;7;3;4;5;1;2;1;2;2;2;1;1;1;1;2;1;2;3;1;1; ;1500000; ;1;650000;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;6;6;6;6;2;127;3;0
3504;29;1;2025;2;1;1;1;2;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;3;1;2;3;1;1; ;99999999999;99999999999;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;1;6;1;1;6;2;149;3;0
3504;31;1;2025;2;1;2;3;5;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1000000; ;1;99999999999;1;1;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;4;83;3;0
3504;34;1;2025;2;1;1;1;2;1;3;3;4;4;4;2;1;2;2;2;1;6;1;1;3;1;4;3;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;1;1;1;6;6;4;84;3;0
3504;35;1;2025;2;1;1;3;4;1;5;3;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;3;1;1; ;700000; ;6; ;1;6;1;1;6;6;1;1;1;1;6;1;6;1;1;6;1;1;1;6;1;4;139;3;0
3504;47;1;2025;2;1;2;2;4;1;5;3;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;3;1;1; ;2000000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;110;3;0
3504;52;1;2025;2;1;2;0;2;1;3;1;4;4;1;2;1;2;2;2;1;6;1;1;3;6;4;6;1;1; ;300000; ;6; ;6;6;6; ; ;1;6;6;6;1;6;1;6;6;6;6;6;6;6;6;1;4;102;3;0
3504;64;1;2025;2;1;0;2;2;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;3;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;6;6;6;6;6;6;1;1;6;6;4;63;2;1
3527;3;1;2025;2;6;3;1;4;1;4;2;4;4;4;3;1;2;3;2;1;6;1;1;2;1;4;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;4;86;3;0
3527;10;1;2025;2;6;1;1;2;1;3;1;4;5;4;2;1;2;2;2;1;6;1;1;3;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;6;6;6;1;2;99;3;0
3527;15;1;2025;2;6;1;0;1;1;2;2;3;5;4;3;1;2;3;2;1;6;1;1;7;1;4;1;6; ; ;300000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;86;3;0
3527;19;1;2025;2;6;2;2;4;1;3;2;4;4;4;3;1;2;3;2;1;6;1;1;7;1;4;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;6;6;1;6;1;6;1;2;99;3;0
3527;20;1;2025;2;6;1;1;2;1;3;3;4;3;1;2;1;2;2;2;1;6;1;1;3;1;3;1;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;6;6;6;6;1;2;65;3;0
3527;22;1;2025;2;6;2;0;2;1;2;2;4;4;4;2;1;2;2;2;1;6;1;1;7;1;4;1;1;1; ;400000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;6;6;6;1;1;6;1;4;67;3;0
3527;32;1;2025;2;6;1;3;4;1;3;2;3;4;4;2;1;2;2;2;1;6;1;1;2;1;3;4;1;1; ;400000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;6;6;1;6;6;6;6;4;63;2;1
3527;35;1;2025;2;6;1;0;1;1;2;1;4;4;4;2;1;2;2;2;1;6;1;1;3;1;1;1;6; ; ;600000; ;6; ;6;6;1;6;1;1;1;1;1;6;6;1;6;6;1;6;6;1;1;6;1;1;109;3;0
3527;40;1;2025;2;6;2;3;5;1;4;3;4;3;4;3;1;2;3;2;1;6;1;1;2;1;3;4;1;1; ;600000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;6;1;6;1;4;66;2;1
3527;48;1;2025;2;6;2;1;3;1;4;2;4;5;3;5; ;2;5;2;1;6;1;1;2;1;4;1;6; ; ;500000; ;6; ;6;6;6; ; ;6;6;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;80;3;0
3549;1;1;2025;2;6;1;3;4;1;3;3;3;4;4;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;200000; ;6; ;1;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;1;6;1;6;1;4;63;3;0
3549;3;1;2025;2;6;3;1;4;1;3;3;4;5;4;2;1;2;2;2;1;6;1;1;2;1;4;4;1;1; ;1000000; ;6; ;6;6;6; ; ;6;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;90;3;0
3549;4;1;2025;2;6;2;1;3;1;2;2;3;1;4;7; ;4;6;4;1;6;1;1;7;1;1;1;1;1; ;400000; ;6; ;6;6;6; ; ;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;4;64;2;1
3549;9;1;2025;2;6;2;1;3;1;3;2;4;3;4;2;6;2;2;2;1;6;1;1;7;1;1;1;6; ; ;400000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;4;74;2;1
3549;12;1;2025;2;6;1;1;2;1;3;2;4;3;4;6; ;2;6;2;1;6;1;1;6;1;1;7;3;3; ;200000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;6;6;1;6;6;2;56;2;1
3549;13;1;2025;2;6;1;1;2;1;1;1;3;1;4;7; ;4;7;4;1;6;1;1;7;6;4;1;1;3; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;6;6;6;6;6;6;6;6;6;6;2;78;2;1
3549;14;1;2025;2;6;1;4;5;1;3;3;4;4;4;6; ;2;6;2;1;6;1;1;2;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;1;6;1;6;1;2;69;3;0
3549;23;1;2025;2;6;2;1;3;1;4;3;3;3;4;6; ;2;6;2;1;6;1;1;2;1;1;1;1;7; ;300000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;1;6;6;1;6;6;6;6;6;1;2;74;2;1
3549;28;1;2025;2;6;1;3;4;1;3;3;4;4;4;2;1;1;2;1;1;6;1;1;2;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;1;6;6;1;6;6;6;6;6;1;4;74;2;1
3549;37;1;2025;2;6;2;1;3;1;3;2;4;3;3;2;6;2;2;2;1;6;1;1;3;1;4;4;1;1; ;250000; ;6; ;6;6;1;1;6;6;6;1;1;1;6;1;6;6;6;6;6;6;6;6;6;4;72;3;0
3549;40;1;2025;2;6;1;0;1;1;3;2;3;3;4;6; ;1;6;1;1;6;1;1;7;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;1;79;3;0
3571;1;1;2025;2;6;2;2;4;1;3;3;4;1;4;3;1;1;3;1;1;6;1;1;3;6;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;6;6;6;6;6;6;1;6;6;6;6;6;6;6;1;1;2;89;3;0
3571;2;1;2025;2;6;2;2;4;1;4;1;4;4;4;3;1;2;3;2;1;6;1;1;2;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;111;3;0
3571;15;1;2025;2;6;1;0;1;1;3;2;4;4;4;3;1;2;3;2;1;6;1;1;2;1;1;1;6; ; ;350000; ;6; ;6;6;1;6;1;1;1;1;6;6;6;1;6;6;6;6;1;6;6;6;6;1;129;3;0
3571;20;1;2025;2;6;1;1;2;1;3;1;4;4;4;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;1;6;6;1;6;6;6;1;6;6;2;84;2;1
3571;27;1;2025;2;6;4;1;5;1;3;3;4;4;4;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;600000; ;1;200000;6;6;6; ; ;1;1;1;1;1;6;1;6;6;6;6;6;6;1;1;1;4;101;3;0
3571;31;1;2025;2;6;1;1;2;1;4;2;4;5;4;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;1;6;6;6;1;2;76;3;0
3571;33;1;2025;2;6;1;1;2;1;5;3;4;3;4;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;2;97;3;0
3571;38;1;2025;2;6;2;2;4;1;4;3;3;4;4;3;1;2;3;2;1;6;1;1;6;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;1;6;1;6;1;4;74;3;0
3571;39;1;2025;2;6;1;1;2;1;3;2;3;1;4;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;1;6;1;6;1;2;102;3;0
3571;45;1;2025;2;6;1;2;3;1;5;4;4;5;4;3;1;2;3;2;1;6;1;1;2;1;1;7;1;1; ;200000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;1;6;6;1;6;1;6;1;6;1;2;89;2;1
3591;5;1;2025;2;6;1;2;3;1;4;3;4;4;4;3;1;2;3;2;1;6;1;1;3;1;4;1;1;1; ;500000; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;3;66;3;0
3591;11;1;2025;2;6;1;1;2;1;3;2;4;4;4;3;1;2;3;2;1;6;1;1;3;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;6;6;1;6;1;6;1;6;6;6;6;6;6;1;6;1;2;98;3;0
3591;21;1;2025;2;6;1;0;1;1;3;1;4;3;4;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;6;6;6;6;1;60;3;0
3591;23;1;2025;2;6;1;0;1;1;2;1;4;1;4;3;1;1;3;1;1;6;1;1;7;1;1;1;6; ; ;250000; ;6; ;6;6;6; ; ;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;88;3;0
3591;27;1;2025;2;6;2;3;5;1;2;2;4;1;3;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;400000; ;6; ;6;6;6; ; ;6;1;6;6;6;6;1;6;6;6;6;6;6;6;6;1;2;79;1;1
3591;28;1;2025;2;6;3;1;4;1;3;3;4;4;4;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;300000; ;1;350000;6;6;6; ; ;1;6;1;1;6;6;1;6;6;6;6;6;6;6;6;6;2;81;3;0
3591;29;1;2025;2;6;3;1;4;1;3;2;4;4;4;3;1;2;3;2;1;6;1;1;3;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;6;1;6;1;2;84;3;0
3591;34;1;2025;2;6;4;1;5;1;3;3;4;3;4;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;400000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;1;6;6;1;6;1;6;1;6;1;4;75;2;1
3591;38;1;2025;2;6;1;1;2;1;3;2;4;4;4;3;1;2;3;2;1;6;1;1;2;1;2;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;6;6;6;1;1;3;69;3;0
3591;44;1;2025;2;6;3;2;5;1;5;3;4;4;1;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;4;79;1;1
3612;3;1;2025;2;6;1;1;2;1;3;3;4;5;4;3;1;2;3;2;1;6;1;1;2;1;1;5;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;6;1;1;1;1;6;1;6;6;1;6;6;6;1;6;6;2;63;3;0
3612;6;1;2025;2;6;3;1;4;1;5;4;4;5;4;3;1;2;3;2;1;6;1;1;2;1;4;1;1;1; ;1000000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;3;72;3;0
