UPM;NVIVI;NHOGA;AÑO;DPTO;AREA;HOMBRES;MUJERES;TOTAL;V01;V02A;V02B;V03;V04;V05;V06;V07;V07A;V08;V09;V10;V11A;V11B;V12;V13;V14A;V14B;V15;V16;V17;V18;V19;V20;V21;V21G;V23A1;V23A2;V23B;V23C1;V23C2;V2401;V2402;V2403;V2404;V2404A;V2404B;V2405;V2406;V2407;V2408;V2409;V2410;V2411;V2412;V2413;V2414;THOGAV;FACTOR;POBREZAI;POBNOPOI
26521;3;1;2025;12;6;0;2;2;1;3;2;4;4;1;7; ;4;11;7;1;6;1;1;6;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;1;6;1;6;1;3;15;3;0
26521;8;1;2025;12;6;0;2;2;1;4;3;4;4;1;5; ;2;5;2;1;6;1;1;2;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;1;6;6;6;6;6;6;1;6;6;3;22;2;1
26521;11;1;2025;12;6;1;1;2;1;3;2;4;4;1;9; ;2;13;2;1;6;1;1;3;1;1;1;1;1; ;700000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;6;1;1;1;6;2;20;3;0
26521;17;1;2025;12;6;2;1;3;1;5;3;4;5;1;6; ;2;6;2;1;6;1;1;2;1;4;6;1;1; ;800000; ;1;550000;6;6;1;6;1;1;1;1;1;1;6;1;6;6;1;6;6;1;1;1;1;2;21;3;0
26521;21;1;2025;12;6;1;1;2;1;1;1;4;1;4;7; ;4;6;4;1;6;1;1;6;1;1;1;1;1; ;250000; ;6; ;6;6;6; ; ;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;2;21;1;1
26521;23;1;2025;12;6;1;0;1;1;1;1;1;1;2;7; ;4;6;4;1;6;1;1;6;1;1;1;1;1; ;250000; ;6; ;6;6;6; ; ;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;24;3;0
26521;26;1;2025;12;6;0;1;1;1;4;2;4;5;1;9; ;2;11;7;1;6;1;1;2;1;2;4;1;1; ;750000; ;1;200000;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;1;20;3;0
26521;29;1;2025;12;6;1;0;1;1;5;4;4;3;1;6; ;2;6;2;1;6;1;1;2;1;4;4;1;1; ;1200000; ;6; ;6;6;1;6;1;1;1;1;6;1;6;1;6;6;6;6;6;6;6;6;1;1;36;3;0
26521;30;1;2025;12;6;2;1;3;1;2;2;4;5;1;6; ;2;10;8;1;6;1;1;2;1;1;1;1;1; ;300000; ;6; ;1;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;6;1;1;6;1;4;23;3;0
26521;38;1;2025;12;6;1;1;2;1;2;2;4;4;1;7; ;4;6;4;1;6;1;1;3;1;1;4;1;1; ;1000000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;1;1;6;1;2;15;3;0
26521;43;1;2025;12;6;2;1;3;1;5;2;4;5;10;9; ;2;11;7;1;6;1;1;2;1;2;1;1;1; ;500000; ;1;40000;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;1;1;2;38;3;0
26530;2;1;2025;12;6;2;0;2;1;3;2;2;4;3;2;1;2;2;2;1;6;1;1;3;1;4;4;1;1; ;400000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;6;6;6;6;6;6;6;6;6;1;3;20;3;0
26530;5;1;2025;12;6;2;1;3;1;3;3;4;4;3;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;6;6;1;6;6;6;1;2;21;3;0
26530;14;1;2025;12;6;1;1;2;1;2;2;4;4;1;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;1;6;6;6;6;2;18;1;1
26530;16;1;2025;12;6;1;0;1;1;2;2;4;4;4;2;1;1;2;1;1;6;1;1;2;6;1;1;1;1; ;200000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;1;6;6;6;6;1;20;2;1
26530;35;1;2025;12;6;2;3;5;1;5;5;4;4;1;2;1;2;2;2;1;6;1;1;3;1;4;1;1;1; ;99999999999;120000000;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;6;6;1;6;1;6;1;4;18;3;0
26530;44;1;2025;12;6;0;2;2;1;2;2;4;4;1;5; ;2;5;2;1;6;1;1;3;1;1;1;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;1;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;4;15;3;0
26530;45;1;2025;12;6;2;1;3;1;4;4;4;4;1;5; ;2;5;2;1;6;1;1;3;1;2;1;1;1; ;99999999999;50000000;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;6;6;1;1;1;2;22;3;0
26530;51;1;2025;12;6;1;0;1;1;3;2;4;3;1;6; ;2;10;8;1;6;1;1;2;1;4;4;6; ; ;1000000; ;6; ;6;6;1;6;1;6;6;1;6;1;6;1;6;6;6;6;6;6;6;6;1;1;22;3;0
26530;54;1;2025;12;6;1;1;2;1;3;2;4;4;1;10; ;7;10;8;1;6;1;1;6;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;2;21;3;0
26530;55;1;2025;12;6;1;0;1;1;4;2;4;5;1;10; ;7;10;8;1;6;1;1;3;1;4;1;6; ; ;500000; ;6; ;6;6;1;6;1;1;6;1;1;1;6;1;6;6;1;6;6;1;1;6;1;1;28;3;0
26530;56;1;2025;12;6;1;2;3;1;2;2;4;5;1;2;1;2;2;2;1;6;1;1;3;1;2;1;1;1; ;250000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;2;21;3;0
26530;64;1;2025;12;6;1;0;1;1;1;1;1;1;1;9; ;1;10;8;1;6;1;1;6;1;1;4;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;6;1;1;6;1;1;23;3;0
26540;2;1;2025;12;6;1;4;5;1;4;2;4;5;1;6; ;2;7;2;1;6;1;1;2;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;1;6;6;1;6;6;6;1;6;1;4;21;3;0
26540;3;1;2025;12;6;2;1;3;1;4;2;4;4;1;6; ;2;6;2;1;6;1;1;2;1;4;1;1;1; ;300000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;6;6;6;6;6;2;20;3;0
26540;4;1;2025;12;6;2;1;3;1;2;2;4;4;1;6; ;2;6;2;1;6;1;1;2;1;1;1;1;1; ;500000; ;1;90000;6;6;6; ; ;6;1;1;1;6;6;1;6;6;1;6;6;6;1;6;1;2;16;2;1
26540;5;1;2025;12;6;3;1;4;1;2;2;4;4;1;6; ;2;11;7;1;6;1;1;2;1;4;1;1;1; ;500000; ;1;60000;6;6;6; ; ;1;1;6;6;1;6;1;6;6;1;6;1;6;1;1;1;2;19;2;1
26540;6;1;2025;12;6;1;1;2;1;3;2;4;4;1;9; ;2;13;2;1;6;1;1;2;1;1;1;3;3; ;200000; ;6; ;6;6;1;6;1;1;6;1;1;6;6;1;6;6;6;6;6;6;6;6;1;4;14;3;0
26540;13;1;2025;12;6;2;1;3;1;4;3;4;4;1;9; ;2;13;2;1;6;1;1;2;1;2;1;1;1; ;300000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;6;6;6;1;1;1;1;3;25;3;0
26540;18;1;2025;12;6;1;1;2;1;4;2;4;4;1;6; ;1;6;1;1;6;1;1;7;1;2;1;1;1; ;500000; ;1;60000;6;6;6; ; ;6;1;1;1;6;6;1;6;6;1;6;1;6;6;6;6;2;17;3;0
26540;36;1;2025;12;6;1;0;1;1;1;1;4;4;1;6; ;2;6;2;1;6;6;1;2;6;4;1;1;1; ;200000; ;6; ;6;6;6; ; ;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;1;16;3;0
26540;37;1;2025;12;6;1;2;3;1;4;3;4;4;1;9; ;1;13;1;1;6;1;1;3;1;4;1;1;7; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;4;15;1;1
26540;40;1;2025;12;6;3;2;5;1;3;3;4;4;1;9; ;2;13;2;1;6;1;1;2;1;4;1;1;7; ;250000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;1;6;6;1;6;1;4;27;3;0
26540;43;1;2025;12;6;3;1;4;1;2;2;4;4;1;5; ;2;5;2;1;6;1;1;3;1;2;1;1;1; ;200000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;2;22;2;1
26548;6;1;2025;12;6;2;2;4;1;5;3;4;4;1;2;1;2;11;7;1;6;1;1;2;1;4;2;1;1; ;600000; ;1;99999999999;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;6;6;1;6;1;4;21;3;0
26548;9;1;2025;12;6;0;1;1;1;2;1;4;4;4;2;1;2;11;7;1;6;1;1;3;1;2;1;6; ; ;99999999999;99999999999;6; ;6;6;6; ; ;1;6;1;1;6;6;6;6;6;1;6;6;6;6;6;6;1;18;3;0
26548;10;1;2025;12;6;1;1;2;1;2;1;4;3;4;2;1;2;2;2;1;6;1;1;3;6;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;6;1;1;6;6;6;6;6;6;6;6;6;6;6;1;2;20;2;1
26548;25;1;2025;12;6;0;2;2;1;1;1;4;4;1;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;600000; ;6; ;6;6;6; ; ;6;1;1;1;1;6;1;6;6;1;6;6;6;1;6;1;3;25;3;0
26548;31;1;2025;12;6;4;1;5;1;2;2;4;4;1;2;6;2;2;2;1;6;1;1;2;1;1;2;6; ; ;400000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;1;6;6;1;6;1;6;6;6;6;2;29;3;0
26548;35;1;2025;12;6;1;0;1;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;700000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;6;1;1;26;3;0
26548;36;1;2025;12;6;2;2;4;1;3;2;4;4;1;2;1;2;11;7;1;6;1;1;2;1;4;2;1;1; ;500000; ;6; ;1;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;6;1;1;1;2;25;3;0
26548;38;1;2025;12;6;1;1;2;1;2;1;4;3;1;2;1;2;11;7;1;6;1;1;2;1;2;1;3;3; ;500000; ;6; ;6;6;6; ; ;1;6;1;1;6;6;1;6;6;6;6;6;6;6;1;1;2;29;3;0
26548;55;1;2025;12;6;2;4;6;1;3;3;4;4;1;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;350000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;6;1;1;1;4;19;2;1
26548;60;1;2025;12;6;2;1;3;1;2;2;4;5;1;2;1;1;2;1;1;6;1;1;2;1;4;2;1;4; ;500000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;1;6;6;1;6;6;6;1;6;1;2;23;3;0
26548;63;1;2025;12;6;1;1;2;1;3;2;4;4;4;2;1;2;2;2;1;6;1;1;2;1;4;2;1;7; ;500000; ;6; ;6;6;6; ; ;6;6;1;6;1;6;1;6;6;1;6;6;6;6;6;6;2;30;3;0
26548;68;1;2025;12;6;1;1;2;1;2;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;1;6; ; ;450000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;1;6;6;6;6;2;28;3;0
26556;3;1;2025;12;6;2;1;3;1;2;2;4;4;1;6; ;2;6;2;1;6;1;1;3;1;1;1;1;4; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;1;2;28;3;0
26556;10;1;2025;12;6;1;4;5;1;1;1;4;4;4;6; ;2;6;2;1;6;1;1;2;1;1;1;6; ; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;6;1;6;1;2;23;2;1
26556;12;1;2025;12;6;2;1;3;1;6;5;4;5;1;6; ;2;6;2;1;6;1;1;2;1;1;1;6; ; ;600000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;5;29;3;0
26556;15;1;2025;12;6;2;2;4;1;3;2;4;4;4;6; ;2;6;2;1;6;1;1;2;1;1;1;1;1; ;350000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;6;1;6;1;4;24;3;0
26556;23;1;2025;12;6;1;0;1;1;5;3;4;5;1;5; ;2;5;2;1;6;6;1;2;1;2;1;6; ; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;6;1;27;3;0
26556;26;1;2025;12;6;1;1;2;1;1;1;4;4;1;6; ;2;6;2;1;6;1;1;2;1;4;1;6; ; ;300000; ;6; ;6;6;6; ; ;1;6;1;1;1;6;1;6;6;6;6;6;6;1;6;6;2;20;3;0
26556;30;1;2025;12;6;2;2;4;1;2;2;4;4;1;6; ;2;6;2;1;6;1;1;2;1;2;1;1;1; ;500000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;1;6;6;1;6;6;6;1;6;1;2;25;3;0
26556;34;1;2025;12;6;1;0;1;1;3;3;4;3;1;6; ;2;6;2;1;6;1;1;2;1;2;6;1;1; ;1500000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;6;6;1;6;6;1;6;1;24;3;0
26556;41;1;2025;12;6;2;0;2;1;2;2;4;5;4;8; ;2;10;2;1;6;1;1;2;1;1;1;6; ; ;300000; ;6; ;6;6;6; ; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;5;27;3;0
26573;2;1;2025;12;1;1;1;2;1;4;2;4;3;1;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;800000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;6;1;1;1;2;27;3;0
26573;7;1;2025;12;1;1;3;4;1;4;3;4;5;4;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1000000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;4;39;3;0
26573;8;1;2025;12;1;2;2;4;1;5;2;4;4;1;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;600000; ;6; ;1;6;1;1;6;1;1;1;1;6;1;1;6;6;1;6;1;6;1;1;6;2;36;3;0
26573;9;1;2025;12;1;1;2;3;1;5;3;4;5;1;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1200000; ;1;99999999999;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;36;3;0
26573;12;1;2025;12;1;1;1;2;1;2;1;6;4;4;2;1;2;2;2;1;6;1;1;3;1;4;2;1;1; ;700000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;1;6;6;1;2;43;3;0
26573;17;1;2025;12;1;1;1;2;1;3;2;4;5;4;2;1;2;11;7;1;6;1;1;2;1;4;2;1;4; ;1500000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;38;3;0
26573;23;1;2025;12;1;1;2;3;1;2;2;4;5;4;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1500000; ;1;150000;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;6;1;1;1;2;45;3;0
26573;25;1;2025;12;1;1;1;2;1;2;1;4;4;4;2;1;2;11;7;1;6;1;1;3;1;2;2;6; ; ;500000; ;6; ;6;6;6; ; ;6;6;1;6;1;1;1;6;6;1;6;6;6;6;6;1;2;33;3;0
26573;27;1;2025;12;1;1;0;1;1;4;3;4;3;4;2;1;2;11;7;1;6;1;1;2;1;3;2;1;4; ;500000; ;6; ;6;6;1;6;1;6;6;1;6;1;6;1;6;6;6;6;6;6;6;6;1;1;49;3;0
26573;33;1;2025;12;1;2;2;4;1;3;2;4;5;4;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1200000; ;1;235000;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;37;2;1
26575;4;1;2025;12;6;2;0;2;1;6;4;4;4;4;1;1;2;11;7;1;6;1;1;2;1;2;1;1;1; ;5000000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;1;4;25;3;0
26575;6;1;2025;12;6;1;2;3;1;3;2;4;5;1;2;1;2;11;7;1;6;1;1;2;1;2;1;1;1; ;800000; ;6; ;1;6;1;1;6;1;1;1;1;6;6;1;6;1;1;6;1;1;6;1;6;2;18;3;0
26575;11;1;2025;12;6;2;1;3;1;3;2;4;5;4;2;1;2;11;7;1;6;1;1;2;1;4;4;1;1; ;1000000; ;1;110000;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;3;30;3;0
26575;13;1;2025;12;6;4;6;10;1;3;3;4;3;4;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;1200000; ;1;100000;6;6;1;1;6;1;1;1;1;1;6;1;6;6;6;6;1;6;6;6;1;4;22;2;1
26575;17;1;2025;12;6;6;3;9;1;4;4;4;5;4;1;1;2;1;2;1;6;1;1;3;6;1;1;6; ; ;1000000; ;6; ;6;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;4;31;3;0
26575;21;1;2025;12;6;1;0;1;1;3;1;4;5;4;1;1;2;11;7;1;6;1;1;2;1;2;1;1;7; ;1500000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;6;6;6;1;6;6;1;6;6;1;1;28;3;0
26575;22;1;2025;12;6;1;2;3;1;4;2;4;4;4;1;1;2;1;2;1;6;1;1;3;1;4;1;1;1; ;800000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;1;6;1;6;1;2;26;3;0
26575;27;1;2025;12;6;1;2;3;1;2;1;4;4;4;2;1;2;11;7;1;6;1;1;2;1;2;1;1;1; ;800000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;6;1;6;1;2;31;3;0
26575;35;1;2025;12;6;1;2;3;1;1;1;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;1;6; ; ;900000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;6;1;2;19;3;0
26585;1;1;2025;12;6;3;1;4;1;4;3;3;1;4;10; ;7;10;8;1;6;1;1;2;1;1;1;1;4; ;99999999999;99999999999;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;1;1;1;1;1;4;28;3;0
26585;11;1;2025;12;6;2;1;3;1;2;2;4;4;4;6; ;2;6;2;1;6;1;1;3;1;1;1;6; ; ;500000; ;6; ;1;6;6; ; ;1;6;1;6;1;6;1;6;6;6;6;6;6;1;6;1;2;30;3;0
26585;12;1;2025;12;6;2;3;5;1;2;2;3;4;4;1;6;7;1;8;1;6;1;1;2;1;1;5;6; ; ;500000; ;6; ;1;6;6; ; ;6;6;1;6;6;6;1;6;9;6;6;6;6;1;1;1;2;21;2;1
26585;13;1;2025;12;6;2;3;5;1;2;2;4;4;1;3;1;2;11;7;1;6;1;1;2;1;1;1;1;4; ;700000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;1;1;1;2;27;3;0
26585;18;1;2025;12;6;2;2;4;1;1;1;1;1;4;6; ;1;7;1;1;6;1;1;6;1;1;1;1;4; ;400000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;6;6;6;6;6;6;6;1;6;1;4;20;3;0
26585;21;1;2025;12;6;1;2;3;1;2;2;4;4;4;3;1;2;11;7;1;6;1;1;3;1;4;5;1;1; ;600000; ;6; ;6;6;1;1;6;1;6;1;6;1;6;1;6;6;1;6;6;6;1;1;1;2;26;3;0
26585;25;1;2025;12;6;3;1;4;1;4;3;4;4;4;3;1;2;10;8;1;6;1;1;3;1;1;6;1;4; ;1000000; ;6; ;6;6;6; ; ;6;6;1;1;6;6;1;6;6;6;6;6;6;6;6;1;2;28;3;0
26585;29;1;2025;12;6;1;0;1;1;2;1;4;4;4;3;1;2;10;8;1;6;1;1;2;1;4;1;1;1; ;800000; ;6; ;6;6;6; ; ;6;6;1;1;1;6;1;6;6;1;6;6;6;6;6;6;1;26;3;0
26585;30;1;2025;12;6;2;2;4;1;5;4;4;5;1;3;1;2;11;7;1;6;1;1;2;1;2;1;1;1; ;1200000; ;6; ;1;6;6; ; ;1;1;1;1;1;6;1;6;1;1;6;1;6;1;1;1;4;21;3;0
26585;34;1;2025;12;6;2;1;3;1;3;3;4;1;4;3;1;2;11;7;1;6;1;1;3;1;1;1;1;1; ;500000; ;6; ;6;6;1;1;6;1;1;1;6;6;6;1;6;6;6;6;1;6;1;1;1;2;30;3;0
26585;42;1;2025;12;6;1;2;3;1;2;1;4;5;4;6; ;2;6;2;1;6;1;1;2;1;2;6;1;4; ;1000000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;6;4;30;3;0
26593;9;1;2025;12;1;1;1;2;1;4;2;4;4;1;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;700000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;84;3;0
26593;14;1;2025;12;1;1;2;3;1;2;2;4;4;4;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;300000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;53;3;0
26593;19;1;2025;12;1;0;1;1;1;3;2;4;4;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;500000; ;6; ;6;6;1;6;1;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;1;48;3;0
26593;23;1;2025;12;1;1;1;2;1;5;4;4;5;1;2;1;2;6;2;1;6;1;1;2;1;2;2;1;1; ;500000; ;1;212000;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;3;76;3;0
26593;27;1;2025;12;1;0;1;1;1;3;2;4;5;1;6; ;2;6;2;1;6;1;1;2;1;2;2;1;1; ;600000; ;6; ;6;6;6; ; ;6;6;1;1;6;6;1;6;6;1;6;6;6;1;1;6;1;36;3;0
26593;28;1;2025;12;1;1;2;3;1;6;4;4;5;1;6; ;2;6;2;1;6;1;1;2;1;1;2;1;1; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;6;1;1;1;2;56;3;0
26593;32;1;2025;12;1;1;1;2;1;5;3;4;4;1;6; ;2;6;2;1;6;1;1;2;1;2;2;1;1; ;350000; ;1;148500;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;6;6;6;2;48;2;1
26593;33;1;2025;12;1;2;0;2;1;3;2;4;4;4;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;600000; ;6; ;6;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;1;6;1;1;1;4;59;3;0
26593;37;1;2025;12;1;1;1;2;1;4;2;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;1;6;1;1;1;2;59;3;0
26601;13;1;2025;12;6;2;0;2;1;2;2;4;3;1;7; ;4;6;4;1;6;1;1;7;1;1;1;1;1; ;250000; ;6; ;6;6;6; ; ;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;28;3;0
26601;18;1;2025;12;6;1;2;3;1;3;3;4;4;4;6; ;2;6;2;1;6;1;1;2;1;1;1;1;1; ;400000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;1;6;1;6;1;4;28;3;0
26601;19;1;2025;12;6;1;0;1;1;2;2;4;4;1;7; ;4;6;4;1;6;6;1;7;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;6;6;6;6;6;1;1;1;6;6;1;29;3;0
26601;23;1;2025;12;6;1;0;1;1;1;1;4;4;4;6; ;2;6;2;1;6;1;1;3;1;2;1;1;7; ;300000; ;6; ;6;6;1;6;1;1;6;1;1;6;6;6;6;6;6;6;6;6;6;6;6;1;36;3;0
26601;27;1;2025;12;6;2;1;3;1;2;2;4;1;1;7; ;4;7;4;1;6;1;1;7;1;1;1;1;1; ;250000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;1;6;6;6;1;2;22;3;0
26601;35;1;2025;12;6;2;1;3;1;2;2;4;4;1;6; ;2;6;2;1;6;1;1;2;1;1;7;1;1; ;400000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;1;6;1;6;6;6;6;4;23;3;0
26601;36;1;2025;12;6;2;1;3;1;2;2;4;4;1;6; ;2;6;2;1;6;1;1;2;1;1;1;1;1; ;350000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;6;6;1;6;1;2;25;3;0
26601;41;1;2025;12;6;1;1;2;1;3;1;4;1;1;7; ;4;6;4;1;6;1;1;7;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;3;25;3;0
26601;42;1;2025;12;6;1;1;2;1;3;3;4;3;1;6; ;2;6;2;1;6;1;1;3;1;1;1;1;3; ;400000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;1;6;6;6;6;6;6;6;6;6;2;23;3;0
26612;1;1;2025;13;1;2;1;3;1;1;1;4;5;3;3;1;1;3;1;1;6;1;1;2;1;2;2;6; ; ;500000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;1;6;6;1;6;6;6;1;6;1;2;96;2;1
26612;8;1;2025;13;1;1;2;3;1;4;2;4;5;3;3;6;1;3;1;1;6;6;1;2;1;2;2;1;1; ;500000; ;6; ;6;6;6; ; ;6;6;1;1;1;6;1;6;6;6;6;6;6;6;6;6;3;55;2;1
26612;23;1;2025;13;1;4;1;5;1;4;3;4;4;3;3;6;1;3;1;1;6;1;1;3;1;2;2;1;1; ;800000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;6;6;6;6;1;6;1;2;55;3;0
26612;25;1;2025;13;1;1;3;4;1;3;2;4;5;3;3;6;2;3;2;1;6;1;1;3;1;2;2;1;1; ;500000; ;6; ;6;6;1;1;6;6;1;1;1;6;6;1;6;6;6;6;1;1;1;1;1;4;51;3;0
26612;32;1;2025;13;1;1;1;2;1;1;1;4;4;3;3;6;1;3;1;1;6;1;6; ;1;2;2;1;4; ;700000; ;1;2700000;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;1;6;1;2;65;3;0
26612;36;1;2025;13;1;2;3;5;1;2;2;4;4;3;3;1;2;3;2;1;6;1;1;3;1;2;2;6; ; ;500000; ;6; ;6;6;6; ; ;1;6;6;1;6;6;1;6;6;6;6;6;6;6;6;6;2;54;2;1
26612;53;1;2025;13;1;1;2;3;1;5;3;4;5;1;4;1;2;4;2;1;6;1;1;2;1;2;2;1;1; ;2500000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;6;1;1;2;53;3;0
26612;54;1;2025;13;1;1;2;3;1;3;2;4;5;3;3;6;2;3;2;1;6;1;1;2;1;2;2;1;1; ;1000000; ;6; ;6;1;1;1;6;1;1;1;1;6;6;1;6;6;6;6;1;1;1;6;1;2;61;3;0
